customerNickname,helpfulNo,helpfulYes,imagesCount,languageCode,postedDate,productId,ratingValue,reviewText,score,Mask_Name,Type,Size,Design,Pack,product_price
iHerb Customer,0,0,0,en-US,2021-02-01,101029,50,"The best masks ever. I wear these masks everyday -- even under ""vanity"" masks for extra protection.",1612221554.451,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
AlexGreen,0,1,0,ru-RU,2021-01-22,101029,50,Very high quality makski. Long-lasting compared to similar products. Odorless,1611693329.008,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2021-01-25,101029,40,I use the masks all the time,1611574127.495,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,ru-RU,2021-01-20,101029,40,"Good product, ordered earlier. I can&#39;t say anything bad",1611176411.417,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2021-01-18,101029,50,These are great masks! ,1610993877.62,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2021-01-16,101029,30,"Basic masks, nothing fancy, but a very useful product. Quality is a bit hit or miss, some masks had manufacturing errors, but nothing that would prevent you from using them. If you get them on sale, they are good value for money, especially, if you need single use masks for short term use, and do not want to spend a lot of money on masks that you will throw away very shortly anyway.",1610803326.822,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2021-01-05,101029,30,Average quality,1609805409.168,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,1,0,he-IL,2020-12-17,101029,10,"The rubbers are torn, cannot be used",1608611264.926,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,1,0,en-US,2020-12-15,101029,30,"Normal masks, but I’ve seen a better quality. ",1608433767.646,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,de-DE,2020-12-15,101029,50,I am very pleased. Very good value for money.,1608048890.36,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-12-14,101029,50,"I am very happy with these masks.  The ear loops are just the right length and nose band makes it fit well, and reduces the fog on my eyeglasses. They are good quality and last a long time.",1607904048.076,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,fr-FR,2020-12-12,101029,20,Mask too small and therefore the elastic hurts the ears,1607774936.825,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,ja-JP,2020-12-11,101029,30,There is nothing special about the quality. Is the price high?,1607649036.295,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-12-10,101029,50,Really like these disposable masks. Have become handy for every day use at covid times. Best ones I have tried. ,1607639721.747,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-12-10,101029,50,"bought it as a trial product, they are plain",1607627372.059,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-12-10,101029,40,"I bought this discounted item, good quality, wouldn't buy it again since I have fabric face masks now.",1607624318.244,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-12-10,101029,50,"This is very good fit to my face!!
Recommend!!",1607607767.351,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-11-28,101029,50,"medical protective mask, Good quality ",1606555847.317,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
Mariam12,0,0,0,ar-SA,2020-11-27,101029,50,Not her condition is better than her,1606468077.471,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,2,0,en-US,2020-11-04,101029,10,This is a  badly made poor quality mask. I am so disappointed in Iherb for selling this type of product as I was under the assumption that the items sold by iherb went through some sort of quality assurance process. We ended throwing these masks away and buying some that were available in the local pharmacy.,1605246940.79,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-11-12,101029,50,comfortable masks,1605216578.664,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
AnYork,0,0,0,ru-RU,2020-11-07,101029,50,Good value for money. But I am looking forward to the time when the virus passes and I no longer need masks)),1604712016.502,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-10-21,101029,40,Good surgical masks. It has the metal nose piece. The ear piece seems strong. They have not broken yet. They are not individually packaged,1603258336.368,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-10-21,101029,40,Good for single use. All in one package. Wish they were individually wrapped for sanitation. The quality seems to be good. They seem to be good for about four hours without any issue. Surgical masks need to be changed after 4 hours.,1603258090.304,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,1,0,ru-RU,2020-10-07,101029,10,"Cheap Chinese masks at a not too low price. The retainer on the nose practically does not hold, the mask does not fit well to the face. I do not recommend it.",1602498372.062,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-10-02,101029,10,These are cheap but you get what you pay for. The ear loops break really easily. I wouldn't buy them again. A waste of money.,1601676264.0419998,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-09-27,101029,50,very affordable thanks iherb,1601167001.651,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,ru-RU,2020-09-26,101029,50,"Convenient jars, made with high quality.",1601103894.994,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-09-11,101029,30,Looks nice but it does crease,1599808754.892,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-09-06,101029,50,A good fit mask ,1599434866.128,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,he-IL,2020-08-25,101029,40,Average surgical mask overall,1598330428.021,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-08-22,101029,40,These are good though have found many of them stuck together by the ear strings which is wasteful.Other than the 10+ so far that were faulty all other masks have been comfortable and effective.,1598070899.372,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,ru-RU,2020-08-17,101029,50,"Nice masks, nothing comes off, lightweight comfortable",1597656226.046,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,0,0,en-US,2020-08-08,101029,50,The ear loops stay attached. All of the masks were sent in a plastic bag inside the cardboard. ,1596930165.365,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,1,0,en-US,2020-08-02,101029,20,Good and effective size mask for a child or a someone with petite face.  ,1596724353.093,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
iHerb Customer,0,1,0,en-US,2020-07-18,101029,40,These masks seem to be pretty good but kind of expensive for the quantity and  quality of the masks!  Definitely good  easy to use disposable face masks!,1595487098.362,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
HfromSPhilly,0,0,0,en-US,2020-07-22,101029,40,gave them to my essential worker son who has not complained so i guess they're good.,1595451000.776,Landsberg, 3 Ply Disposable Protective Face Mask,,,50,36.54
L-Mila,0,1,0,ru-RU,2021-02-05,100840,50,The mask is like a mask .. a household item in this situation.,1612919281.531,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-02-06,100840,50,"Nice mask. A 3-year-old child is too big, but if you pull the rubber bands, it&#39;s quite;)",1612640799.467,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,en-US,2021-02-06,100840,50,My child is only 19months old so it’s bit big for her but she loves to wear them. ,1612587194.496,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,ru-RU,2021-02-01,100840,50,"Great for a child, but the mask is tight. It&#39;s hard to breathe for summer.",1612584913.856,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-02-04,100840,50,"A very necessary thing at the moment of the pandemic, especially the mask mode has been announced. The mask is comfortable.",1612460487.374,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,2,0,ru-RU,2021-01-25,100840,50,Saves during a pandemic. It is easier to breathe in this mask as compared to the usual one.,1612384214.687,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,ru-RU,2021-01-29,100840,50,"I bought it for 4 years old, big. But I tied it up and everything is fine",1612303712.411,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,en-US,2021-01-25,100840,50,Cute ,1611982417.434,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-29,100840,50,Comfortable for a child,1611881421.859,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,1,5,0,ru-RU,2021-01-10,100840,10,"They didn&#39;t understand how to open it, they tried, it broke. looked like a pad on a baby&#39;s face. Didn&#39;t use",1611865921.688,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,2,en-US,2021-01-24,100840,10,The masks are completely different from the photo on the packaging. The nose bridge appears in the middle of the mask. ,1611861951.366,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,en-US,2021-01-23,100840,40,"Good quality mask for kids but price is too high, used for my son’s indoor group activities 
",1611774052.798,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
Ketiki-msk,0,0,0,ru-RU,2021-01-27,100840,40,"We didn&#39;t immediately understand how to put it on :) a little big for 3.5 years, but if you tie the elastic bands, then the rules",1611745039.838,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-27,100840,50,"The mask is cool, fits snugly to the face. I took it on trial, I will take more for trips to the hospital!",1611727457.385,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-26,100840,40,"Comfortable mask for kids, child appreciated.",1611636872.321,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iherb2reviews,0,2,1,en-US,2021-01-15,100840,50,"it's a kids mask, but it fits me perfectly (I'm a young adult woman with a small face). I will definitely repurchase ",1611482995.912,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ar-SA,2021-01-23,100840,40,Also good for adults with small faces 😂,1611420110.067,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-23,100840,50,The Right Thing in a pandemic.,1611404472.72,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-23,100840,50,"Quality masks for children. My 5-year-old child wears these masks well, does not complain about any discomfort. The elastic bands, however, are long for him, but I solve this issue by simply tying the elastic band on a knot so that it becomes shorter.",1611363931.056,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,en-US,2021-01-22,100840,50,my kids love it,1611335274.514,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
Mischa,0,0,0,ru-RU,2021-01-22,100840,50,"Based on my own experience, I will say that this mask is more likely for children from 6 to 10 years old. We took a seven-year-old, medium build, height 128 cm, she suited him well. Does not slip, covers the face very well. It is easy to breathe in it, the child does not protest, but he is used to wearing a mask in public places.",1611325641.914,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-22,100840,50,"The mask on the child&#39;s face sat down well, nothing presses or interferes. It is dense, but at the same time it is easy to breathe, according to the child.",1611302594.653,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-22,100840,50,"Super mask! I bought it for my daughters. The size is what you need. Does not stick out anywhere, fits snugly to the face.",1611298905.918,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,en-US,2021-01-21,100840,50,Comfortable for kids,1611238181.322,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-21,100840,50,ordered for a child. came individually packed,1611234148.038,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-21,100840,50,Comfortable mask for the child,1611223308.173,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,ru-RU,2021-01-15,100840,50,"Took a test mask in order to visit the clinic with a child. Very convenient size and design, elastic bands can be tied.",1611079789.048,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,en-US,2021-01-19,100840,50,The only mask for a small kid that properly fits the face and does not annoy my child. Very happy with it!,1611045001.176,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,1,0,ru-RU,2021-01-13,100840,50,The child is more comfortable than in a regular mask,1610951758.853,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ru-RU,2021-01-13,100840,50,"Sits well, the child is comfortable.",1610563004.17,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ja-JP,2021-01-12,100840,50,"Perfect for a 10 year old kid. It&#39;s easy to breathe. Masks from 100-yen shops often have a bad chemical smell when opened, but this product does not have it.",1610458079.484,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
iHerb Customer,0,0,0,ar-SA,2021-01-10,100840,30,Good but the rubber broke off quickly,1610270331.66,YJ Corporation, Disposable KF94 ( N95 / KN95/ FFP2 ) Mask, for Kids,,1,3.93
